round,date,day_of_week,team_1,team_2,goal_1,goal_2
4,11/05/2014,Domingo,Bahia,Vitória,1,1
4,11/05/2014,Domingo,Figueirense,Santos,0,2
4,11/05/2014,Domingo,Coritiba,Sport,0,1
5,14/05/2014,Quarta-feira,Goiás,Botafogo,2,0
5,17/05/2014,Sábado,Cruzeiro,Coritiba,3,2
5,18/05/2014,Domingo,Grêmio,Fluminense,1,0
5,18/05/2014,Domingo,Flamengo,São Paulo,0,2
5,18/05/2014,Domingo,Corinthians,Figueirense,0,1
5,18/05/2014,Domingo,Atlético PR,Chapecoense,1,1
5,18/05/2014,Domingo,Santos,Atlético MG,1,2
5,18/05/2014,Domingo,Criciúma,Internacional,0,0
5,18/05/2014,Domingo,Vitória,Palmeiras,0,1
5,04/06/2014,Quarta-feira,Sport,Bahia,1,0
6,21/05/2014,Quarta-feira,Flamengo,Bahia,1,1
6,21/05/2014,Quarta-feira,Coritiba,Internacional,1,1
6,21/05/2014,Quarta-feira,Cruzeiro,Sport,2,0
6,21/05/2014,Quarta-feira,Criciúma,Chapecoense,1,0
6,21/05/2014,Quarta-feira,Fluminense,São Paulo,5,2
6,21/05/2014,Quarta-feira,Corinthians,Atlético PR,1,1
6,21/05/2014,Quarta-feira,Grêmio,Botafogo,2,1
6,22/05/2014,Quinta-feira,Palmeiras,Figueirense,1,0
6,22/05/2014,Quinta-feira,Goiás,Santos,2,2
6,22/05/2014,Quinta-feira,Vitória,Atlético MG,2,3
7,24/05/2014,Sábado,Bahia,Fluminense,0,1
7,24/05/2014,Sábado,São Paulo,Grêmio,1,0
7,25/05/2014,Domingo,Santos,Flamengo,0,0
7,25/05/2014,Domingo,Atlético PR,Coritiba,2,0
7,25/05/2014,Domingo,Sport,Corinthians,1,4
7,25/05/2014,Domingo,Figueirense,Goiás,0,1
7,25/05/2014,Domingo,Chapecoense,Palmeiras,2,0
7,25/05/2014,Domingo,Botafogo,Vitória,1,1
7,25/05/2014,Domingo,Internacional,Cruzeiro,1,3
7,25/05/2014,Domingo,Atlético MG,Criciúma,0,0
8,28/05/2014,Quarta-feira,Palmeiras,Botafogo,0,2
8,28/05/2014,Quarta-feira,Sport,Grêmio,0,0
8,28/05/2014,Quarta-feira,Criciúma,Coritiba,1,0
8,28/05/2014,Quarta-feira,Goiás,Vitória,0,0
8,28/05/2014,Quarta-feira,Internacional,Chapecoense,2,0
8,28/05/2014,Quarta-feira,Corinthians,Cruzeiro,1,0
8,28/05/2014,Quarta-feira,Atlético PR,São Paulo,2,2
8,28/05/2014,Quarta-feira,Atlético MG,Fluminense,2,0
8,29/05/2014,Quinta-feira,Flamengo,Figueirense,1,1
8,29/05/2014,Quinta-feira,Bahia,Santos,0,2
9,31/05/2014,Sábado,São Paulo,Atlético MG,2,1
9,31/05/2014,Sábado,Coritiba,Goiás,3,0
9,31/05/2014,Sábado,Vitória,Sport,0,1
9,01/06/2014,Domingo,Grêmio,Palmeiras,0,0
9,01/06/2014,Domingo,Cruzeiro,Flamengo,3,0
9,01/06/2014,Domingo,Chapecoense,Bahia,2,1
9,01/06/2014,Domingo,Figueirense,Atlético PR,1,3
9,01/06/2014,Domingo,Santos,Criciúma,2,0
9,01/06/2014,Domingo,Fluminense,Internacional,1,1
9,11/10/2014,Sábado,Botafogo,Corinthians,1,0
10,16/07/2014,Quarta-feira,Sport,Botafogo,1,0
10,16/07/2014,Quarta-feira,Coritiba,Figueirense,0,2
10,16/07/2014,Quarta-feira,Grêmio,Goiás,0,0
10,16/07/2014,Quarta-feira,Criciúma,Fluminense,3,2
10,16/07/2014,Quarta-feira,Flamengo,Atlético PR,1,2
10,16/07/2014,Quarta-feira,Bahia,São Paulo,0,2
10,17/07/2014,Quinta-feira,Corinthians,Internacional,2,1
10,17/07/2014,Quinta-feira,Santos,Palmeiras,2,0
10,17/07/2014,Quinta-feira,Cruzeiro,Vitória,3,1
10,06/08/2014,Quarta-feira,Chapecoense,Atlético MG,1,1
11,19/07/2014,Sábado,São Paulo,Chapecoense,0,1
11,19/07/2014,Sábado,Atlético MG,Bahia,1,1
11,19/07/2014,Sábado,Figueirense,Grêmio,0,1
11,19/07/2014,Sábado,Botafogo,Coritiba,1,0
11,20/07/2014,Domingo,Palmeiras,Cruzeiro,1,2
11,20/07/2014,Domingo,Vitória,Corinthians,0,0
11,20/07/2014,Domingo,Internacional,Flamengo,4,0
11,20/07/2014,Domingo,Goiás,Sport,0,0
11,20/07/2014,Domingo,Atlético PR,Criciúma,2,0
11,20/07/2014,Domingo,Fluminense,Santos,1,0
12,26/07/2014,Sábado,Santos,Chapecoense,3,0
12,26/07/2014,Sábado,Cruzeiro,Figueirense,5,0
12,26/07/2014,Sábado,Criciúma,Vitória,1,3
12,26/07/2014,Sábado,Bahia,Internacional,0,1
12,27/07/2014,Domingo,Goiás,São Paulo,2,1
12,27/07/2014,Domingo,Atlético PR,Fluminense,0,3
12,27/07/2014,Domingo,Sport,Atlético MG,2,1
12,27/07/2014,Domingo,Corinthians,Palmeiras,2,0
12,27/07/2014,Domingo,Grêmio,Coritiba,2,3
12,27/07/2014,Domingo,Flamengo,Botafogo,1,0
13,02/08/2014,Sábado,São Paulo,Criciúma,1,1
13,02/08/2014,Sábado,Botafogo,Cruzeiro,1,1
13,02/08/2014,Sábado,Vitória,Grêmio,2,1
13,03/08/2014,Domingo,Palmeiras,Bahia,1,1
13,03/08/2014,Domingo,Coritiba,Corinthians,0,0
13,03/08/2014,Domingo,Figueirense,Sport,3,0
13,03/08/2014,Domingo,Chapecoense,Flamengo,1,0
13,03/08/2014,Domingo,Atlético MG,Atlético PR,3,1
13,03/08/2014,Domingo,Internacional,Santos,1,0
13,03/08/2014,Domingo,Fluminense,Goiás,2,0
14,09/08/2014,Sábado,Bahia,Goiás,1,0
14,09/08/2014,Sábado,Criciúma,Cruzeiro,0,0
14,09/08/2014,Sábado,Fluminense,Coritiba,1,1
14,10/08/2014,Domingo,Santos,Corinthians,0,1
14,10/08/2014,Domingo,Atlético PR,Botafogo,2,0
14,10/08/2014,Domingo,Internacional,Grêmio,2,0
14,10/08/2014,Domingo,Flamengo,Sport,1,0
14,10/08/2014,Domingo,Chapecoense,Figueirense,0,1
14,10/08/2014,Domingo,Atlético MG,Palmeiras,2,1
14,10/08/2014,Domingo,São Paulo,Vitória,3,1
15,16/08/2014,Sábado,Goiás,Internacional,0,1
15,16/08/2014,Sábado,Corinthians,Bahia,1,1
15,17/08/2014,Domingo,Palmeiras,São Paulo,1,2
15,17/08/2014,Domingo,Coritiba,Flamengo,0,1
15,17/08/2014,Domingo,Cruzeiro,Santos,3,0
15,17/08/2014,Domingo,Vitória,Chapecoense,0,0
15,17/08/2014,Domingo,Grêmio,Criciúma,2,0
15,17/08/2014,Domingo,Figueirense,Atlético MG,2,2
15,17/08/2014,Domingo,Botafogo,Fluminense,2,0
15,17/08/2014,Domingo,Sport,Atlético PR,1,1
16,20/08/2014,Quarta-feira,Sport,Palmeiras,2,1
16,20/08/2014,Quarta-feira,Santos,Atlético PR,2,0
16,20/08/2014,Quarta-feira,Figueirense,Botafogo,1,0
16,20/08/2014,Quarta-feira,Bahia,Criciúma,0,0
16,20/08/2014,Quarta-feira,Coritiba,Vitória,2,0
16,20/08/2014,Quarta-feira,Internacional,São Paulo,0,1
16,20/08/2014,Quarta-feira,Chapecoense,Fluminense,1,0
16,20/08/2014,Quarta-feira,Flamengo,Atlético MG,2,1
16,21/08/2014,Quinta-feira,Corinthians,Goiás,5,2
16,21/08/2014,Quinta-feira,Cruzeiro,Grêmio,1,0
17,23/08/2014,Sábado,Botafogo,Chapecoense,1,0
17,23/08/2014,Sábado,Atlético MG,Internacional,1,0
17,23/08/2014,Sábado,Palmeiras,Coritiba,1,0
17,24/08/2014,Domingo,Fluminense,Sport,4,0
17,24/08/2014,Domingo,São Paulo,Santos,2,1
17,24/08/2014,Domingo,Vitória,Figueirense,0,1
17,24/08/2014,Domingo,Grêmio,Corinthians,2,1
17,24/08/2014,Domingo,Criciúma,Flamengo,0,2
17,24/08/2014,Domingo,Goiás,Cruzeiro,0,1
17,24/08/2014,Domingo,Atlético PR,Bahia,0,0
18,30/08/2014,Sábado,Palmeiras,Internacional,0,1
18,30/08/2014,Sábado,Cruzeiro,Chapecoense,4,2
18,31/08/2014,Domingo,Figueirense,São Paulo,1,1
18,31/08/2014,Domingo,Coritiba,Atlético MG,0,0
18,31/08/2014,Domingo,Botafogo,Santos,1,0
18,31/08/2014,Domingo,Sport,Criciúma,2,0
18,31/08/2014,Domingo,Corinthians,Fluminense,1,1
18,31/08/2014,Domingo,Goiás,Atlético PR,3,1
18,31/08/2014,Domingo,Vitória,Flamengo,1,2
18,31/08/2014,Domingo,Grêmio,Bahia,1,0
19,06/09/2014,Sábado,Flamengo,Grêmio,0,1
19,06/09/2014,Sábado,Santos,Vitória,3,1
19,06/09/2014,Sábado,Chapecoense,Goiás,0,0
19,07/09/2014,Domingo,Criciúma,Corinthians,0,0
19,07/09/2014,Domingo,Atlético MG,Botafogo,1,0
19,07/09/2014,Domingo,Fluminense,Cruzeiro,3,3
19,07/09/2014,Domingo,São Paulo,Sport,2,0
19,07/09/2014,Domingo,Atlético PR,Palmeiras,1,1
19,07/09/2014,Domingo,Bahia,Coritiba,0,0
19,07/09/2014,Domingo,Internacional,Figueirense,2,3
20,10/09/2014,Quarta-feira,Palmeiras,Criciúma,1,0
20,10/09/2014,Quarta-feira,Grêmio,Atlético PR,1,0
20,10/09/2014,Quarta-feira,Figueirense,Fluminense,1,1
20,10/09/2014,Quarta-feira,Coritiba,Chapecoense,3,0
20,10/09/2014,Quarta-feira,Sport,Santos,3,1
20,10/09/2014,Quarta-feira,Goiás,Flamengo,1,0
20,10/09/2014,Quarta-feira,Botafogo,São Paulo,2,4
20,10/09/2014,Quarta-feira,Vitória,Internacional,2,0
20,11/09/2014,Quinta-feira,Corinthians,Atlético MG,1,0
20,11/09/2014,Quinta-feira,Cruzeiro,Bahia,2,1
21,13/09/2014,Sábado,Fluminense,Palmeiras,3,0
21,13/09/2014,Sábado,Chapecoense,Sport,3,1
21,13/09/2014,Sábado,Santos,Coritiba,2,1
21,14/09/2014,Domingo,São Paulo,Cruzeiro,2,0
21,14/09/2014,Domingo,Flamengo,Corinthians,1,0
21,14/09/2014,Domingo,Bahia,Figueirense,3,0
21,14/09/2014,Domingo,Internacional,Botafogo,2,0
21,14/09/2014,Domingo,Criciúma,Goiás,1,0
21,14/09/2014,Domingo,Atlético PR,Vitória,2,0
21,14/09/2014,Domingo,Atlético MG,Grêmio,0,0
22,17/09/2014,Quarta-feira,Cruzeiro,Atlético PR,2,0
22,17/09/2014,Quarta-feira,Vitória,Fluminense,3,1
22,17/09/2014,Quarta-feira,Figueirense,Criciúma,1,1
22,17/09/2014,Quarta-feira,Sport,Internacional,0,0
22,17/09/2014,Quarta-feira,Palmeiras,Flamengo,2,2
22,17/09/2014,Quarta-feira,Coritiba,São Paulo,3,1
22,17/09/2014,Quarta-feira,Botafogo,Bahia,2,3
22,18/09/2014,Quinta-feira,Corinthians,Chapecoense,1,1
22,18/09/2014,Quinta-feira,Goiás,Atlético MG,2,3
22,18/09/2014,Quinta-feira,Grêmio,Santos,0,0
23,20/09/2014,Sábado,Atlético PR,Internacional,0,1
23,20/09/2014,Sábado,Criciúma,Botafogo,1,1
23,21/09/2014,Domingo,Cruzeiro,Atlético MG,2,3
23,21/09/2014,Domingo,Vitória,Bahia,2,1
23,21/09/2014,Domingo,Flamengo,Fluminense,1,1
23,21/09/2014,Domingo,Sport,Coritiba,1,0
23,21/09/2014,Domingo,Corinthians,São Paulo,3,2
23,21/09/2014,Domingo,Santos,Figueirense,3,1
23,21/09/2014,Domingo,Grêmio,Chapecoense,1,0
23,21/09/2014,Domingo,Goiás,Palmeiras,6,0
24,24/09/2014,Quarta-feira,Coritiba,Cruzeiro,1,2
24,24/09/2014,Quarta-feira,Internacional,Criciúma,3,0
24,24/09/2014,Quarta-feira,Bahia,Sport,1,0
24,24/09/2014,Quarta-feira,Chapecoense,Atlético PR,3,0
24,24/09/2014,Quarta-feira,Figueirense,Corinthians,1,0
24,24/09/2014,Quarta-feira,Fluminense,Grêmio,0,0
24,24/09/2014,Quarta-feira,São Paulo,Flamengo,2,2
24,25/09/2014,Quinta-feira,Palmeiras,Vitória,2,0
24,25/09/2014,Quinta-feira,Botafogo,Goiás,1,0
24,25/09/2014,Quinta-feira,Atlético MG,Santos,3,2
25,27/09/2014,Sábado,Sport,Cruzeiro,0,0
25,27/09/2014,Sábado,Chapecoense,Criciúma,1,1
25,27/09/2014,Sábado,São Paulo,Fluminense,1,3
25,28/09/2014,Domingo,Botafogo,Grêmio,0,2
25,28/09/2014,Domingo,Atlético PR,Corinthians,1,0
25,28/09/2014,Domingo,Atlético MG,Vitória,2,0
25,28/09/2014,Domingo,Bahia,Flamengo,2,1
25,28/09/2014,Domingo,Internacional,Coritiba,4,2
25,28/09/2014,Domingo,Figueirense,Palmeiras,3,1
25,28/09/2014,Domingo,Santos,Goiás,2,0
26,02/10/2014,Quinta-feira,Palmeiras,Chapecoense,4,2
26,04/10/2014,Sábado,Coritiba,Atlético PR,1,0
26,04/10/2014,Sábado,Flamengo,Santos,0,1
26,04/10/2014,Sábado,Fluminense,Bahia,1,1
26,04/10/2014,Sábado,Vitória,Botafogo,2,1
26,04/10/2014,Sábado,Grêmio,São Paulo,0,1
26,04/10/2014,Sábado,Criciúma,Atlético MG,3,1
26,04/10/2014,Sábado,Corinthians,Sport,3,0
26,04/10/2014,Sábado,Cruzeiro,Internacional,2,1
26,04/10/2014,Sábado,Goiás,Figueirense,1,0
27,08/10/2014,Quarta-feira,Botafogo,Palmeiras,0,1
27,08/10/2014,Quarta-feira,São Paulo,Atlético PR,1,0
27,08/10/2014,Quarta-feira,Coritiba,Criciúma,1,0
27,08/10/2014,Quarta-feira,Vitória,Goiás,2,2
27,08/10/2014,Quarta-feira,Grêmio,Sport,2,0
27,08/10/2014,Quarta-feira,Figueirense,Flamengo,1,2
27,08/10/2014,Quarta-feira,Cruzeiro,Corinthians,0,1
27,09/10/2014,Quinta-feira,Santos,Bahia,1,0
27,09/10/2014,Quinta-feira,Fluminense,Atlético MG,0,0
27,09/10/2014,Quinta-feira,Chapecoense,Internacional,5,0
28,01/06/2014,Domingo,Corinthians,Botafogo,1,1
28,11/10/2014,Sábado,Goiás,Coritiba,3,0
28,11/10/2014,Sábado,Palmeiras,Grêmio,2,1
28,12/10/2014,Domingo,Flamengo,Cruzeiro,3,0
28,12/10/2014,Domingo,Atlético MG,São Paulo,1,0
28,12/10/2014,Domingo,Bahia,Chapecoense,0,1
28,12/10/2014,Domingo,Internacional,Fluminense,2,1
28,12/10/2014,Domingo,Criciúma,Santos,3,0
28,12/10/2014,Domingo,Sport,Vitória,1,2
28,12/10/2014,Domingo,Atlético PR,Figueirense,3,0
29,18/10/2014,Sábado,Fluminense,Criciúma,4,2
29,18/10/2014,Sábado,São Paulo,Bahia,2,1
29,18/10/2014,Sábado,Goiás,Grêmio,0,0
29,18/10/2014,Sábado,Atlético MG,Chapecoense,1,0
29,19/10/2014,Domingo,Internacional,Corinthians,1,2
29,19/10/2014,Domingo,Figueirense,Coritiba,4,0
29,19/10/2014,Domingo,Palmeiras,Santos,1,3
29,19/10/2014,Domingo,Atlético PR,Flamengo,2,1
29,19/10/2014,Domingo,Vitória,Cruzeiro,0,1
29,19/10/2014,Domingo,Botafogo,Sport,1,1
30,21/10/2014,Terça-feira,Bahia,Atlético MG,1,1
30,22/10/2014,Quarta-feira,Cruzeiro,Palmeiras,1,1
30,22/10/2014,Quarta-feira,Flamengo,Internacional,2,0
30,22/10/2014,Quarta-feira,Corinthians,Vitória,2,1
30,22/10/2014,Quarta-feira,Criciúma,Atlético PR,0,1
30,22/10/2014,Quarta-feira,Coritiba,Botafogo,2,0
30,22/10/2014,Quarta-feira,Grêmio,Figueirense,1,0
30,22/10/2014,Quarta-feira,Santos,Fluminense,0,1
30,22/10/2014,Quarta-feira,Chapecoense,São Paulo,0,0
30,22/10/2014,Quarta-feira,Sport,Goiás,0,1
31,25/10/2014,Sábado,Palmeiras,Corinthians,1,1
31,25/10/2014,Sábado,Fluminense,Atlético PR,2,1
31,25/10/2014,Sábado,Figueirense,Cruzeiro,1,1
31,25/10/2014,Sábado,Chapecoense,Santos,1,1
31,25/10/2014,Sábado,Coritiba,Grêmio,1,1
31,25/10/2014,Sábado,Atlético MG,Sport,3,2
31,25/10/2014,Sábado,Vitória,Criciúma,3,1
31,25/10/2014,Sábado,Internacional,Bahia,2,0
31,25/10/2014,Sábado,Botafogo,Flamengo,2,1
31,27/10/2014,Segunda-feira,São Paulo,Goiás,3,0
32,01/11/2014,Sábado,Grêmio,Vitória,1,0
32,01/11/2014,Sábado,Goiás,Fluminense,0,2
32,01/11/2014,Sábado,Corinthians,Coritiba,2,2
32,02/11/2014,Domingo,Santos,Internacional,1,2
32,02/11/2014,Domingo,Sport,Figueirense,1,0
32,02/11/2014,Domingo,Criciúma,São Paulo,1,2
32,02/11/2014,Domingo,Cruzeiro,Botafogo,2,1
32,02/11/2014,Domingo,Flamengo,Chapecoense,3,0
32,02/11/2014,Domingo,Atlético PR,Atlético MG,1,0
32,02/11/2014,Domingo,Bahia,Palmeiras,0,1
33,08/11/2014,Sábado,Palmeiras,Atlético MG,0,2
33,08/11/2014,Sábado,Coritiba,Fluminense,1,0
33,08/11/2014,Sábado,Botafogo,Atlético PR,0,2
33,09/11/2014,Domingo,Sport,Flamengo,2,2
33,09/11/2014,Domingo,Vitória,São Paulo,1,2
33,09/11/2014,Domingo,Grêmio,Internacional,4,1
33,09/11/2014,Domingo,Figueirense,Chapecoense,1,0
33,09/11/2014,Domingo,Goiás,Bahia,3,0
33,09/11/2014,Domingo,Corinthians,Santos,1,0
33,09/11/2014,Domingo,Cruzeiro,Criciúma,3,1
34,15/11/2014,Sábado,Fluminense,Botafogo,1,0
34,15/11/2014,Sábado,Criciúma,Grêmio,0,3
34,16/11/2014,Domingo,Bahia,Corinthians,1,2
34,16/11/2014,Domingo,Internacional,Goiás,1,0
34,16/11/2014,Domingo,Santos,Cruzeiro,0,1
34,16/11/2014,Domingo,Atlético PR,Sport,0,1
34,16/11/2014,Domingo,Flamengo,Coritiba,3,2
34,16/11/2014,Domingo,Atlético MG,Figueirense,1,1
34,16/11/2014,Domingo,São Paulo,Palmeiras,2,0
34,16/11/2014,Domingo,Chapecoense,Vitória,0,1
35,12/11/2014,Quarta-feira,São Paulo,Internacional,1,1
35,19/11/2014,Quarta-feira,Botafogo,Figueirense,0,1
35,19/11/2014,Quarta-feira,Atlético PR,Santos,1,1
35,19/11/2014,Quarta-feira,Vitória,Coritiba,1,1
35,19/11/2014,Quarta-feira,Criciúma,Bahia,0,1
35,19/11/2014,Quarta-feira,Goiás,Corinthians,0,1
35,19/11/2014,Quarta-feira,Atlético MG,Flamengo,4,0
35,19/11/2014,Quarta-feira,Palmeiras,Sport,0,2
35,20/11/2014,Quinta-feira,Fluminense,Chapecoense,1,4
35,20/11/2014,Quinta-feira,Grêmio,Cruzeiro,1,2
36,22/11/2014,Sábado,Internacional,Atlético MG,2,1
36,22/11/2014,Sábado,Bahia,Atlético PR,1,2
36,23/11/2014,Domingo,Cruzeiro,Goiás,2,1
36,23/11/2014,Domingo,Figueirense,Vitória,2,0
36,23/11/2014,Domingo,Flamengo,Criciúma,1,1
36,23/11/2014,Domingo,Sport,Fluminense,2,2
36,23/11/2014,Domingo,Santos,São Paulo,0,1
36,23/11/2014,Domingo,Coritiba,Palmeiras,2,0
36,23/11/2014,Domingo,Corinthians,Grêmio,1,0
36,23/11/2014,Domingo,Chapecoense,Botafogo,2,0
37,29/11/2014,Sábado,Internacional,Palmeiras,3,1
37,29/11/2014,Sábado,Criciúma,Sport,2,2
37,29/11/2014,Sábado,Flamengo,Vitória,4,0
37,30/11/2014,Domingo,Fluminense,Corinthians,5,2
37,30/11/2014,Domingo,São Paulo,Figueirense,1,1
37,30/11/2014,Domingo,Santos,Botafogo,2,0
37,30/11/2014,Domingo,Chapecoense,Cruzeiro,1,1
37,30/11/2014,Domingo,Atlético PR,Goiás,1,0
37,30/11/2014,Domingo,Atlético MG,Coritiba,1,2
37,30/11/2014,Domingo,Bahia,Grêmio,1,0
38,06/12/2014,Sábado,Corinthians,Criciúma,2,1
38,06/12/2014,Sábado,Figueirense,Internacional,1,2
38,07/12/2014,Domingo,Goiás,Chapecoense,4,2
38,07/12/2014,Domingo,Botafogo,Atlético MG,0,0
38,07/12/2014,Domingo,Sport,São Paulo,1,0
38,07/12/2014,Domingo,Palmeiras,Atlético PR,1,1
38,07/12/2014,Domingo,Coritiba,Bahia,3,2
38,07/12/2014,Domingo,Cruzeiro,Fluminense,2,1
38,07/12/2014,Domingo,Vitória,Santos,0,1
38,07/12/2014,Domingo,Grêmio,Flamengo,1,1
1,09/05/2015,Sábado,Palmeiras,Atlético MG,2,2
1,09/05/2015,Sábado,Chapecoense,Coritiba,2,1
1,09/05/2015,Sábado,Fluminense,Joinvile,1,0
1,10/05/2015,Domingo,Grêmio,Ponte Preta,3,3
1,10/05/2015,Domingo,Atlético PR,Internacional,3,0
1,10/05/2015,Domingo,Sport,Figueirense,4,1
1,10/05/2015,Domingo,São Paulo,Flamengo,2,1
1,10/05/2015,Domingo,Cruzeiro,Corinthians,0,1
1,10/05/2015,Domingo,Vasco,Goiás,0,0
1,10/05/2015,Domingo,Avaí,Santos,1,1
2,16/05/2015,Sábado,Coritiba,Grêmio,2,0
2,16/05/2015,Sábado,Goiás,Atlético PR,2,0
2,16/05/2015,Sábado,Corinthians,Chapecoense,1,0
2,17/05/2015,Domingo,Figueirense,Vasco,0,0
2,17/05/2015,Domingo,Atlético MG,Fluminense,4,1
2,17/05/2015,Domingo,Santos,Cruzeiro,1,0
2,17/05/2015,Domingo,Flamengo,Sport,2,2
2,17/05/2015,Domingo,Internacional,Avaí,1,0
2,17/05/2015,Domingo,Ponte Preta,São Paulo,1,0
2,17/05/2015,Domingo,Joinvile,Palmeiras,0,0
3,23/05/2015,Sábado,São Paulo,Joinvile,3,0
3,23/05/2015,Sábado,Vasco,Internacional,1,1
3,23/05/2015,Sábado,Grêmio,Figueirense,1,0
3,24/05/2015,Domingo,Palmeiras,Goiás,0,1
3,24/05/2015,Domingo,Fluminense,Corinthians,0,0
3,24/05/2015,Domingo,Avaí,Flamengo,2,1
3,24/05/2015,Domingo,Atlético PR,Atlético MG,1,0
3,24/05/2015,Domingo,Chapecoense,Santos,1,0
3,24/05/2015,Domingo,Sport,Coritiba,1,0
3,24/05/2015,Domingo,Cruzeiro,Ponte Preta,1,1
4,30/05/2015,Sábado,Ponte Preta,Chapecoense,3,1
4,30/05/2015,Sábado,Coritiba,Avaí,1,2
4,30/05/2015,Sábado,Joinvile,Atlético PR,1,2
4,31/05/2015,Domingo,Santos,Sport,2,2
4,31/05/2015,Domingo,Corinthians,Palmeiras,0,2
4,31/05/2015,Domingo,Goiás,Grêmio,1,1
4,31/05/2015,Domingo,Internacional,São Paulo,0,0
4,31/05/2015,Domingo,Atlético MG,Vasco,3,0
4,31/05/2015,Domingo,Figueirense,Cruzeiro,2,1
4,31/05/2015,Domingo,Flamengo,Fluminense,2,3
5,03/06/2015,Quarta-feira,Vasco,Ponte Preta,0,3
5,03/06/2015,Quarta-feira,Atlético PR,Figueirense,1,0
5,03/06/2015,Quarta-feira,Chapecoense,Joinvile,2,0
5,03/06/2015,Quarta-feira,São Paulo,Santos,3,2
5,03/06/2015,Quarta-feira,Grêmio,Corinthians,3,1
5,03/06/2015,Quarta-feira,Cruzeiro,Flamengo,1,0
5,03/06/2015,Quarta-feira,Avaí,Atlético MG,1,4
5,04/06/2015,Quinta-feira,Fluminense,Coritiba,2,0
5,04/06/2015,Quinta-feira,Palmeiras,Internacional,1,1
5,04/06/2015,Quinta-feira,Sport,Goiás,1,0
6,06/06/2015,Sábado,Santos,Ponte Preta,2,2
6,06/06/2015,Sábado,Flamengo,Chapecoense,1,0
6,06/06/2015,Sábado,Atlético MG,Cruzeiro,1,3
6,06/06/2015,Sábado,Atlético PR,Vasco,2,0
6,06/06/2015,Sábado,São Paulo,Grêmio,2,0
6,06/06/2015,Sábado,Joinvile,Corinthians,0,1
6,07/06/2015,Domingo,Internacional,Coritiba,2,0
6,07/06/2015,Domingo,Fluminense,Sport,0,0
6,07/06/2015,Domingo,Goiás,Avaí,0,1
6,07/06/2015,Domingo,Figueirense,Palmeiras,2,1
7,10/06/2015,Quarta-feira,Atlético MG,Santos,2,2
7,13/06/2015,Sábado,Coritiba,Flamengo,0,1
7,13/06/2015,Sábado,Corinthians,Internacional,2,1
7,13/06/2015,Sábado,Chapecoense,São Paulo,0,1
7,13/06/2015,Sábado,Vasco,Cruzeiro,1,3
7,13/06/2015,Sábado,Sport,Joinvile,2,1
7,14/06/2015,Domingo,Ponte Preta,Goiás,0,0
7,14/06/2015,Domingo,Grêmio,Atlético PR,2,1
7,14/06/2015,Domingo,Avaí,Figueirense,1,1
7,14/06/2015,Domingo,Palmeiras,Fluminense,2,1
8,18/06/2015,Quinta-feira,Figueirense,Internacional,0,0
8,20/06/2015,Sábado,Flamengo,Atlético MG,0,2
8,20/06/2015,Sábado,Santos,Corinthians,1,0
8,20/06/2015,Sábado,Sport,Vasco,2,1
8,20/06/2015,Sábado,Grêmio,Palmeiras,1,0
8,21/06/2015,Domingo,Cruzeiro,Chapecoense,0,1
8,21/06/2015,Domingo,Atlético PR,Coritiba,2,2
8,21/06/2015,Domingo,São Paulo,Avaí,1,1
8,21/06/2015,Domingo,Joinvile,Goiás,2,1
8,24/06/2015,Quarta-feira,Fluminense,Ponte Preta,2,0
9,27/06/2015,Sábado,Avaí,Grêmio,1,2
9,27/06/2015,Sábado,Chapecoense,Sport,1,1
9,27/06/2015,Sábado,Corinthians,Figueirense,2,1
9,28/06/2015,Domingo,Atlético MG,Joinvile,1,0
9,28/06/2015,Domingo,Coritiba,Cruzeiro,1,0
9,28/06/2015,Domingo,Goiás,Fluminense,1,2
9,28/06/2015,Domingo,Palmeiras,São Paulo,4,0
9,28/06/2015,Domingo,Ponte Preta,Atlético PR,2,1
9,28/06/2015,Domingo,Vasco,Flamengo,1,0
9,28/06/2015,Domingo,Internacional,Santos,1,0
10,01/07/2015,Quarta-feira,Vasco,Avaí,1,0
10,01/07/2015,Quarta-feira,Sport,Internacional,3,0
10,01/07/2015,Quarta-feira,Atlético MG,Coritiba,2,0
10,01/07/2015,Quarta-feira,Palmeiras,Chapecoense,2,0
10,01/07/2015,Quarta-feira,Grêmio,Cruzeiro,1,0
10,01/07/2015,Quarta-feira,Joinvile,Flamengo,0,1
10,01/07/2015,Quarta-feira,Atlético PR,São Paulo,2,1
10,02/07/2015,Quinta-feira,Figueirense,Goiás,3,1
10,02/07/2015,Quinta-feira,Corinthians,Ponte Preta,2,0
10,02/07/2015,Quinta-feira,Fluminense,Santos,2,1
11,04/07/2015,Sábado,Coritiba,Joinvile,0,0
11,04/07/2015,Sábado,Cruzeiro,Atlético PR,2,0
11,04/07/2015,Sábado,Chapecoense,Vasco,1,0
11,05/07/2015,Domingo,Avaí,Sport,2,2
11,05/07/2015,Domingo,Goiás,Corinthians,0,0
11,05/07/2015,Domingo,São Paulo,Fluminense,0,0
11,05/07/2015,Domingo,Santos,Grêmio,1,3
11,05/07/2015,Domingo,Ponte Preta,Palmeiras,0,2
11,05/07/2015,Domingo,Flamengo,Figueirense,1,2
11,05/07/2015,Domingo,Internacional,Atlético MG,1,3
12,08/07/2015,Quarta-feira,Coritiba,Ponte Preta,0,0
12,08/07/2015,Quarta-feira,Goiás,Santos,4,1
